Longitud (m);Ancho de Puente (m);Sep Vigas Longitudinales (m);N° Paneles;Altura (m);Disposicion de Arriostre;Forma de Arriostre;Dim. Arriostre;Forma de Cordones;Dimension de Cordon Sup/Inf;Forma de Diagonales;Dim. Diag. S/I;Forma de Montante;Dim. Montante;Peso total (ton)
69;11.6;2.1;7;7.6;K;T;150x150x12.5;Cajon HSS;462x472x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;238.73
69;11.6;2.1;7;7.6;K;L;150x150x12.5;Cajon HSS;472x442x25.0;Cajon HSS;450x420x19.0;Cajon HSS;230x230x12.5;233.18
69;11.6;2.1;7;7.7;K;T;150x150x12.5;Cajon HSS;442x452x25.0;Cajon HSS;420x430x19.0;Cajon HSS;230x230x12.5;227.77
69;11.6;2.1;7;7.7;K;L;150x150x12.5;Cajon HSS;452x462x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;233.32
69;11.6;2.1;7;7.8;K;T;150x150x12.5;Cajon HSS;462x472x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;239
69;11.6;2.1;7;7.8;K;L;150x150x12.5;Cajon HSS;472x442x25.0;Cajon HSS;450x420x19.0;Cajon HSS;230x230x12.5;233.45
69;11.6;2.1;7;7.9;K;T;150x150x12.5;Cajon HSS;442x452x25.0;Cajon HSS;420x430x19.0;Cajon HSS;230x230x12.5;228.03
69;11.6;2.1;7;7.9;K;L;150x150x12.5;Cajon HSS;452x462x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;233.58
70;11.6;2.1;7;7;K;T;150x150x12.5;Cajon HSS;465x475x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;241.89
70;11.6;2.1;7;7;K;L;150x150x12.5;Cajon HSS;475x445x25.0;Cajon HSS;450x420x19.0;Cajon HSS;230x230x12.5;236.28
70;11.6;2.1;7;7.1;K;T;150x150x12.5;Cajon HSS;445x455x25.0;Cajon HSS;420x430x19.0;Cajon HSS;230x230x12.5;230.8
70;11.6;2.1;7;7.1;K;L;150x150x12.5;Cajon HSS;455x465x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;236.41
70;11.6;2.1;7;7.2;K;T;150x150x12.5;Cajon HSS;465x475x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;242.17
70;11.6;2.1;7;7.2;K;L;150x150x12.5;Cajon HSS;475x445x25.0;Cajon HSS;450x420x19.0;Cajon HSS;230x230x12.5;236.55
70;11.6;2.1;7;7.3;K;T;150x150x12.5;Cajon HSS;445x455x25.0;Cajon HSS;420x430x19.0;Cajon HSS;230x230x12.5;231.06
70;11.6;2.1;7;7.3;K;L;150x150x12.5;Cajon HSS;455x465x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;236.68
70;11.6;2.1;7;7.4;K;T;150x150x12.5;Cajon HSS;465x475x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;242.44
70;11.6;2.1;7;7.4;K;L;150x150x12.5;Cajon HSS;475x445x25.0;Cajon HSS;450x420x19.0;Cajon HSS;230x230x12.5;236.82
70;11.6;2.1;7;7.5;K;T;150x150x12.5;Cajon HSS;445x455x25.0;Cajon HSS;420x430x19.0;Cajon HSS;230x230x12.5;231.33
70;11.6;2.1;7;7.5;K;L;150x150x12.5;Cajon HSS;455x465x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;236.95
70;11.6;2.1;7;7.6;K;T;150x150x12.5;Cajon HSS;465x475x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;242.72
70;11.6;2.1;7;7.6;K;L;150x150x12.5;Cajon HSS;475x445x25.0;Cajon HSS;450x420x19.0;Cajon HSS;230x230x12.5;237.09
70;11.6;2.1;7;7.7;K;T;150x150x12.5;Cajon HSS;445x455x25.0;Cajon HSS;420x430x19.0;Cajon HSS;230x230x12.5;231.59
70;11.6;2.1;7;7.7;K;L;150x150x12.5;Cajon HSS;455x465x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;237.22
70;11.6;2.1;7;7.8;K;T;150x150x12.5;Cajon HSS;465x475x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;242.99
70;11.6;2.1;7;7.8;K;L;150x150x12.5;Cajon HSS;475x445x25.0;Cajon HSS;450x420x19.0;Cajon HSS;230x230x12.5;237.36
70;11.6;2.1;7;7.9;K;T;150x150x12.5;Cajon HSS;445x455x25.0;Cajon HSS;420x430x19.0;Cajon HSS;230x230x12.5;231.86
70;11.6;2.1;7;7.9;K;L;150x150x12.5;Cajon HSS;455x465x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;237.49
70;11.6;2.1;7;8;K;T;150x150x12.5;Cajon HSS;465x475x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;243.27
70;11.6;2.1;7;8;K;L;150x150x12.5;Cajon HSS;475x445x25.0;Cajon HSS;450x420x19.0;Cajon HSS;230x230x12.5;237.63
71;11.6;2.1;7;7.1;K;T;150x150x12.5;Cajon HSS;448x458x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;238.78
71;11.6;2.1;7;7.1;K;L;150x150x12.5;Cajon HSS;458x468x25.0;Cajon HSS;440x440x19.0;Cajon HSS;230x230x12.5;242.41
71;11.6;2.1;7;7.2;K;T;150x150x12.5;Cajon HSS;468x478x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;246.17
71;11.6;2.1;7;7.2;K;L;150x150x12.5;Cajon HSS;478x448x25.0;Cajon HSS;450x430x19.0;Cajon HSS;230x230x12.5;242.55
71;11.6;2.1;7;7.3;K;T;150x150x12.5;Cajon HSS;448x458x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;239.05
71;11.6;2.1;7;7.3;K;L;150x150x12.5;Cajon HSS;458x468x25.0;Cajon HSS;440x440x19.0;Cajon HSS;230x230x12.5;242.68
71;11.6;2.1;7;7.4;K;T;150x150x12.5;Cajon HSS;468x478x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;246.45
71;11.6;2.1;7;7.4;K;L;150x150x12.5;Cajon HSS;478x448x25.0;Cajon HSS;450x430x19.0;Cajon HSS;230x230x12.5;242.82
71;11.6;2.1;7;7.5;K;T;150x150x12.5;Cajon HSS;448x458x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;239.32
71;11.6;2.1;7;7.5;K;L;150x150x12.5;Cajon HSS;458x468x25.0;Cajon HSS;440x440x19.0;Cajon HSS;230x230x12.5;242.96
71;11.6;2.1;7;7.6;K;T;150x150x12.5;Cajon HSS;468x478x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;246.73
71;11.6;2.1;7;7.6;K;L;150x150x12.5;Cajon HSS;478x448x25.0;Cajon HSS;450x430x19.0;Cajon HSS;230x230x12.5;243.09
71;11.6;2.1;7;7.7;K;T;150x150x12.5;Cajon HSS;448x458x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;239.59
71;11.6;2.1;7;7.7;K;L;150x150x12.5;Cajon HSS;458x468x25.0;Cajon HSS;440x440x19.0;Cajon HSS;230x230x12.5;243.23
71;11.6;2.1;7;7.8;K;T;150x150x12.5;Cajon HSS;468x478x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;247
71;11.6;2.1;7;7.8;K;L;150x150x12.5;Cajon HSS;478x448x25.0;Cajon HSS;450x430x19.0;Cajon HSS;230x230x12.5;243.37
71;11.6;2.1;7;7.9;K;T;150x150x12.5;Cajon HSS;448x458x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;239.86
71;11.6;2.1;7;7.9;K;L;150x150x12.5;Cajon HSS;458x468x25.0;Cajon HSS;440x440x19.0;Cajon HSS;230x230x12.5;243.5
71;11.6;2.1;7;8;K;T;150x150x12.5;Cajon HSS;468x478x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;247.28
71;11.6;2.1;7;8;K;L;150x150x12.5;Cajon HSS;478x448x25.0;Cajon HSS;450x430x19.0;Cajon HSS;230x230x12.5;243.64
71;11.6;2.1;7;8.1;K;T;150x150x12.5;Cajon HSS;448x458x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;240.13
71;11.6;2.1;7;8.1;K;L;150x150x12.5;Cajon HSS;458x468x25.0;Cajon HSS;440x440x19.0;Cajon HSS;230x230x12.5;243.77
72;11.6;2.1;7;7.2;K;T;150x150x12.5;Cajon HSS;471x481x25.0;Cajon HSS;450x460x19.0;Cajon HSS;230x230x12.5;254.4
72;11.6;2.1;7;7.2;K;L;150x150x12.5;Cajon HSS;481x451x25.0;Cajon HSS;460x430x19.0;Cajon HSS;230x230x12.5;248.62
72;11.6;2.1;7;7.3;K;T;150x150x12.5;Cajon HSS;451x461x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;242.98
72;11.6;2.1;7;7.3;K;L;150x150x12.5;Cajon HSS;461x471x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;248.76
72;11.6;2.1;7;7.4;K;T;150x150x12.5;Cajon HSS;471x481x25.0;Cajon HSS;450x460x19.0;Cajon HSS;230x230x12.5;254.68
72;11.6;2.1;7;7.4;K;L;150x150x12.5;Cajon HSS;481x451x25.0;Cajon HSS;460x430x19.0;Cajon HSS;230x230x12.5;248.9
72;11.6;2.1;7;7.5;K;T;150x150x12.5;Cajon HSS;451x461x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;243.25
72;11.6;2.1;7;7.5;K;L;150x150x12.5;Cajon HSS;461x471x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;249.04
72;11.6;2.1;7;7.6;K;T;150x150x12.5;Cajon HSS;471x481x25.0;Cajon HSS;450x460x19.0;Cajon HSS;230x230x12.5;254.97
72;11.6;2.1;7;7.6;K;L;150x150x12.5;Cajon HSS;481x451x25.0;Cajon HSS;460x430x19.0;Cajon HSS;230x230x12.5;249.17
72;11.6;2.1;7;7.7;K;T;150x150x12.5;Cajon HSS;451x461x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;243.52
72;11.6;2.1;7;7.7;K;L;150x150x12.5;Cajon HSS;461x471x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;249.31
72;11.6;2.1;7;7.8;K;T;150x150x12.5;Cajon HSS;471x481x25.0;Cajon HSS;450x460x19.0;Cajon HSS;230x230x12.5;255.25
72;11.6;2.1;7;7.8;K;L;150x150x12.5;Cajon HSS;481x451x25.0;Cajon HSS;460x430x19.0;Cajon HSS;230x230x12.5;249.45
72;11.6;2.1;7;7.9;K;T;150x150x12.5;Cajon HSS;451x461x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;243.79
72;11.6;2.1;7;7.9;K;L;150x150x12.5;Cajon HSS;461x471x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;249.59
72;11.6;2.1;7;8;K;T;150x150x12.5;Cajon HSS;471x481x25.0;Cajon HSS;450x460x19.0;Cajon HSS;230x230x12.5;255.53
72;11.6;2.1;7;8;K;L;150x150x12.5;Cajon HSS;481x451x25.0;Cajon HSS;460x430x19.0;Cajon HSS;230x230x12.5;249.73
72;11.6;2.1;7;8.1;K;T;150x150x12.5;Cajon HSS;451x461x25.0;Cajon HSS;430x440x19.0;Cajon HSS;230x230x12.5;244.06
72;11.6;2.1;7;8.1;K;L;150x150x12.5;Cajon HSS;461x471x25.0;Cajon HSS;440x450x19.0;Cajon HSS;230x230x12.5;249.86
72;11.6;2.1;7;8.2;K;T;150x150x12.5;Cajon HSS;471x481x25.0;Cajon HSS;450x460x19.0;Cajon HSS;230x230x12.5;255.82
72;11.6;2.1;7;8.2;K;L;150x150x12.5;Cajon HSS;481x451x25.0;Cajon HSS;460x430x19.0;Cajon HSS;230x230x12.5;250
73;11.6;2.1;7;7.3;K;T;150x150x12.5;Cajon HSS;454x464x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;246.92
73;11.6;2.1;7;7.3;K;L;150x150x12.5;Cajon HSS;464x474x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;252.78
73;11.6;2.1;7;7.4;K;T;150x150x12.5;Cajon HSS;474x484x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;258.79
73;11.6;2.1;7;7.4;K;L;150x150x12.5;Cajon HSS;484x454x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;252.92
73;11.6;2.1;7;7.5;K;T;150x150x12.5;Cajon HSS;454x464x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;247.19
73;11.6;2.1;7;7.5;K;L;150x150x12.5;Cajon HSS;464x474x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;253.06
73;11.6;2.1;7;7.6;K;T;150x150x12.5;Cajon HSS;474x484x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;259.08
73;11.6;2.1;7;7.6;K;L;150x150x12.5;Cajon HSS;484x454x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;253.2
73;11.6;2.1;7;7.7;K;T;150x150x12.5;Cajon HSS;454x464x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;247.46
73;11.6;2.1;7;7.7;K;L;150x150x12.5;Cajon HSS;464x474x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;253.34
73;11.6;2.1;7;7.8;K;T;150x150x12.5;Cajon HSS;474x484x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;259.36
73;11.6;2.1;7;7.8;K;L;150x150x12.5;Cajon HSS;484x454x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;253.48
73;11.6;2.1;7;7.9;K;T;150x150x12.5;Cajon HSS;454x464x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;247.73
73;11.6;2.1;7;7.9;K;L;150x150x12.5;Cajon HSS;464x474x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;253.62
73;11.6;2.1;7;8;K;T;150x150x12.5;Cajon HSS;474x484x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;259.64
73;11.6;2.1;7;8;K;L;150x150x12.5;Cajon HSS;484x454x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;253.75
73;11.6;2.1;7;8.1;K;T;150x150x12.5;Cajon HSS;454x464x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;248
73;11.6;2.1;7;8.1;K;L;150x150x12.5;Cajon HSS;464x474x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;253.89
73;11.6;2.1;7;8.2;K;T;150x150x12.5;Cajon HSS;474x484x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;259.93
73;11.6;2.1;7;8.2;K;L;150x150x12.5;Cajon HSS;484x454x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;254.03
73;11.6;2.1;7;8.3;K;T;150x150x12.5;Cajon HSS;454x464x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;248.27
73;11.6;2.1;7;8.3;K;L;150x150x12.5;Cajon HSS;464x474x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;254.17
74;11.6;2.1;7;7.4;K;T;150x150x12.5;Cajon HSS;477x487x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;262.92
74;11.6;2.1;7;7.4;K;L;150x150x12.5;Cajon HSS;487x457x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;256.97
74;11.6;2.1;7;7.5;K;T;150x150x12.5;Cajon HSS;457x467x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;251.15
74;11.6;2.1;7;7.5;K;L;150x150x12.5;Cajon HSS;467x477x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;257.11
74;11.6;2.1;7;7.6;K;T;150x150x12.5;Cajon HSS;477x487x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;263.2
74;11.6;2.1;7;7.6;K;L;150x150x12.5;Cajon HSS;487x457x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;257.25
74;11.6;2.1;7;7.7;K;T;150x150x12.5;Cajon HSS;457x467x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;251.42
74;11.6;2.1;7;7.7;K;L;150x150x12.5;Cajon HSS;467x477x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;257.39
74;11.6;2.1;7;7.8;K;T;150x150x12.5;Cajon HSS;477x487x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;263.49
74;11.6;2.1;7;7.8;K;L;150x150x12.5;Cajon HSS;487x457x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;257.52
74;11.6;2.1;7;7.9;K;T;150x150x12.5;Cajon HSS;457x467x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;251.7
74;11.6;2.1;7;7.9;K;L;150x150x12.5;Cajon HSS;467x477x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;257.66
74;11.6;2.1;7;8;K;T;150x150x12.5;Cajon HSS;477x487x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;263.77
74;11.6;2.1;7;8;K;L;150x150x12.5;Cajon HSS;487x457x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;257.8
74;11.6;2.1;7;8.1;K;T;150x150x12.5;Cajon HSS;457x467x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;251.97
74;11.6;2.1;7;8.1;K;L;150x150x12.5;Cajon HSS;467x477x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;257.94
74;11.6;2.1;7;8.2;K;T;150x150x12.5;Cajon HSS;477x487x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;264.06
74;11.6;2.1;7;8.2;K;L;150x150x12.5;Cajon HSS;487x457x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;258.08
74;11.6;2.1;7;8.3;K;T;150x150x12.5;Cajon HSS;457x467x25.0;Cajon HSS;430x440x19.0;Cajon HSS;240x240x12.5;252.24
74;11.6;2.1;7;8.3;K;L;150x150x12.5;Cajon HSS;467x477x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;258.22
74;11.6;2.1;7;8.4;K;T;150x150x12.5;Cajon HSS;477x487x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;264.34
74;11.6;2.1;7;8.4;K;L;150x150x12.5;Cajon HSS;487x457x25.0;Cajon HSS;460x430x19.0;Cajon HSS;240x240x12.5;258.36
75;11.6;2.1;8;7.5;K;T;150x150x12.5;Cajon HSS;460x470x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;286.23
75;11.6;2.1;8;7.5;K;L;150x150x12.5;Cajon HSS;470x480x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;292.89
75;11.6;2.1;8;7.6;K;T;150x150x12.5;Cajon HSS;480x490x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;299.72
75;11.6;2.1;8;7.6;K;L;150x150x12.5;Cajon HSS;490x460x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;293.05
75;11.6;2.1;8;7.7;K;T;150x150x12.5;Cajon HSS;460x470x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;286.53
75;11.6;2.1;8;7.7;K;L;150x150x12.5;Cajon HSS;470x480x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;293.21
75;11.6;2.1;8;7.8;K;T;150x150x12.5;Cajon HSS;480x490x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;300.04
75;11.6;2.1;8;7.8;K;L;150x150x12.5;Cajon HSS;490x460x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;293.36
75;11.6;2.1;8;7.9;K;T;150x150x12.5;Cajon HSS;460x470x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;286.84
75;11.6;2.1;8;7.9;K;L;150x150x12.5;Cajon HSS;470x480x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;293.52
75;11.6;2.1;8;8;K;T;150x150x12.5;Cajon HSS;480x490x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;300.36
75;11.6;2.1;8;8;K;L;150x150x12.5;Cajon HSS;490x460x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;293.67
75;11.6;2.1;8;8.1;K;T;150x150x12.5;Cajon HSS;460x470x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;287.14
75;11.6;2.1;8;8.1;K;L;150x150x12.5;Cajon HSS;470x480x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;293.83
75;11.6;2.1;8;8.2;K;T;150x150x12.5;Cajon HSS;480x490x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;300.68
75;11.6;2.1;8;8.2;K;L;150x150x12.5;Cajon HSS;490x460x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;293.99
75;11.6;2.1;8;8.3;K;T;150x150x12.5;Cajon HSS;460x470x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;287.45
75;11.6;2.1;8;8.3;K;L;150x150x12.5;Cajon HSS;470x480x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;294.14
75;11.6;2.1;8;8.4;K;T;150x150x12.5;Cajon HSS;480x490x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;301
75;11.6;2.1;8;8.4;K;L;150x150x12.5;Cajon HSS;490x460x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;294.3
75;11.6;2.1;8;8.5;K;T;150x150x12.5;Cajon HSS;460x470x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;287.75
75;11.6;2.1;8;8.5;K;L;150x150x12.5;Cajon HSS;470x480x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;294.45
76;11.6;2.1;8;7.6;K;T;150x150x12.5;Cajon HSS;483x493x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;304.33
76;11.6;2.1;8;7.6;K;L;150x150x12.5;Cajon HSS;493x463x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;297.57
76;11.6;2.1;8;7.7;K;T;150x150x12.5;Cajon HSS;463x473x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;290.96
76;11.6;2.1;8;7.7;K;L;150x150x12.5;Cajon HSS;473x483x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;297.73
76;11.6;2.1;8;7.8;K;T;150x150x12.5;Cajon HSS;483x493x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;304.65
76;11.6;2.1;8;7.8;K;L;150x150x12.5;Cajon HSS;493x463x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;297.88
76;11.6;2.1;8;7.9;K;T;150x150x12.5;Cajon HSS;463x473x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;291.27
76;11.6;2.1;8;7.9;K;L;150x150x12.5;Cajon HSS;473x483x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;298.04
76;11.6;2.1;8;8;K;T;150x150x12.5;Cajon HSS;483x493x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;304.97
76;11.6;2.1;8;8;K;L;150x150x12.5;Cajon HSS;493x463x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;298.2
76;11.6;2.1;8;8.1;K;T;150x150x12.5;Cajon HSS;463x473x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;291.57
76;11.6;2.1;8;8.1;K;L;150x150x12.5;Cajon HSS;473x483x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;298.35
76;11.6;2.1;8;8.2;K;T;150x150x12.5;Cajon HSS;483x493x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;305.29
76;11.6;2.1;8;8.2;K;L;150x150x12.5;Cajon HSS;493x463x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;298.51
76;11.6;2.1;8;8.3;K;T;150x150x12.5;Cajon HSS;463x473x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;291.88
76;11.6;2.1;8;8.3;K;L;150x150x12.5;Cajon HSS;473x483x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;298.67
76;11.6;2.1;8;8.4;K;T;150x150x12.5;Cajon HSS;483x493x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;305.61
76;11.6;2.1;8;8.4;K;L;150x150x12.5;Cajon HSS;493x463x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;298.82
76;11.6;2.1;8;8.5;K;T;150x150x12.5;Cajon HSS;463x473x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;292.19
76;11.6;2.1;8;8.5;K;L;150x150x12.5;Cajon HSS;473x483x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;298.98
76;11.6;2.1;8;8.6;K;T;150x150x12.5;Cajon HSS;483x493x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;305.93
76;11.6;2.1;8;8.6;K;L;150x150x12.5;Cajon HSS;493x463x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;299.14
77;11.6;2.1;8;7.7;K;T;150x150x12.5;Cajon HSS;466x476x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;295.41
77;11.6;2.1;8;7.7;K;L;150x150x12.5;Cajon HSS;476x486x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;302.27
77;11.6;2.1;8;7.8;K;T;150x150x12.5;Cajon HSS;486x496x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;309.28
77;11.6;2.1;8;7.8;K;L;150x150x12.5;Cajon HSS;496x466x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;302.42
77;11.6;2.1;8;7.9;K;T;150x150x12.5;Cajon HSS;466x476x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;295.72
77;11.6;2.1;8;7.9;K;L;150x150x12.5;Cajon HSS;476x486x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;302.58
77;11.6;2.1;8;8;K;T;150x150x12.5;Cajon HSS;486x496x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;309.6
77;11.6;2.1;8;8;K;L;150x150x12.5;Cajon HSS;496x466x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;302.74
77;11.6;2.1;8;8.1;K;T;150x150x12.5;Cajon HSS;466x476x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;296.03
77;11.6;2.1;8;8.1;K;L;150x150x12.5;Cajon HSS;476x486x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;302.9
77;11.6;2.1;8;8.2;K;T;150x150x12.5;Cajon HSS;486x496x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;309.93
