Longitud (m);Ancho de Puente (m);Sep Vigas Longitudinales (m);N° Paneles;Altura (m);Disposicion de Arriostre;Forma de Arriostre;Dim. Arriostre;Forma de Cordones;Dimension de Cordon Sup/Inf;Forma de Diagonales;Dim. Diag. S/I;Forma de Montante;Dim. Montante;Peso total (ton)
77;11.6;2.1;8;8.2;K;L;150x150x12.5;Cajon HSS;496x466x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;303.05
77;11.6;2.1;8;8.3;K;T;150x150x12.5;Cajon HSS;466x476x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;296.33
77;11.6;2.1;8;8.3;K;L;150x150x12.5;Cajon HSS;476x486x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;303.21
77;11.6;2.1;8;8.4;K;T;150x150x12.5;Cajon HSS;486x496x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;310.25
77;11.6;2.1;8;8.4;K;L;150x150x12.5;Cajon HSS;496x466x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;303.37
77;11.6;2.1;8;8.5;K;T;150x150x12.5;Cajon HSS;466x476x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;296.64
77;11.6;2.1;8;8.5;K;L;150x150x12.5;Cajon HSS;476x486x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;303.52
77;11.6;2.1;8;8.6;K;T;150x150x12.5;Cajon HSS;486x496x25.0;Cajon HSS;460x470x19.0;Cajon HSS;240x240x12.5;310.57
77;11.6;2.1;8;8.6;K;L;150x150x12.5;Cajon HSS;496x466x25.0;Cajon HSS;470x440x19.0;Cajon HSS;240x240x12.5;303.68
77;11.6;2.1;8;8.7;K;T;150x150x12.5;Cajon HSS;466x476x25.0;Cajon HSS;440x450x19.0;Cajon HSS;240x240x12.5;296.95
77;11.6;2.1;8;8.7;K;L;150x150x12.5;Cajon HSS;476x486x25.0;Cajon HSS;450x460x19.0;Cajon HSS;240x240x12.5;303.84
78;11.6;2.1;8;7.8;K;T;150x150x12.5;Cajon HSS;489x499x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;313.94
78;11.6;2.1;8;7.8;K;L;150x150x12.5;Cajon HSS;499x469x25.0;Cajon HSS;470x450x19.0;Cajon HSS;250x250x12.5;309.6
78;11.6;2.1;8;7.9;K;T;150x150x12.5;Cajon HSS;469x479x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;305.42
78;11.6;2.1;8;7.9;K;L;150x150x12.5;Cajon HSS;479x489x25.0;Cajon HSS;460x460x19.0;Cajon HSS;250x250x12.5;309.76
78;11.6;2.1;8;8;K;T;150x150x12.5;Cajon HSS;489x499x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;314.26
78;11.6;2.1;8;8;K;L;150x150x12.5;Cajon HSS;499x469x25.0;Cajon HSS;470x450x19.0;Cajon HSS;250x250x12.5;309.92
78;11.6;2.1;8;8.1;K;T;150x150x12.5;Cajon HSS;469x479x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;305.74
78;11.6;2.1;8;8.1;K;L;150x150x12.5;Cajon HSS;479x489x25.0;Cajon HSS;460x460x19.0;Cajon HSS;250x250x12.5;310.08
78;11.6;2.1;8;8.2;K;T;150x150x12.5;Cajon HSS;489x499x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;314.58
78;11.6;2.1;8;8.2;K;L;150x150x12.5;Cajon HSS;499x469x25.0;Cajon HSS;470x450x19.0;Cajon HSS;250x250x12.5;310.24
78;11.6;2.1;8;8.3;K;T;150x150x12.5;Cajon HSS;469x479x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;306.05
78;11.6;2.1;8;8.3;K;L;150x150x12.5;Cajon HSS;479x489x25.0;Cajon HSS;460x460x19.0;Cajon HSS;250x250x12.5;310.4
78;11.6;2.1;8;8.4;K;T;150x150x12.5;Cajon HSS;489x499x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;314.9
78;11.6;2.1;8;8.4;K;L;150x150x12.5;Cajon HSS;499x469x25.0;Cajon HSS;470x450x19.0;Cajon HSS;250x250x12.5;310.55
78;11.6;2.1;8;8.5;K;T;150x150x12.5;Cajon HSS;469x479x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;306.36
78;11.6;2.1;8;8.5;K;L;150x150x12.5;Cajon HSS;479x489x25.0;Cajon HSS;460x460x19.0;Cajon HSS;250x250x12.5;310.71
78;11.6;2.1;8;8.6;K;T;150x150x12.5;Cajon HSS;489x499x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;315.22
78;11.6;2.1;8;8.6;K;L;150x150x12.5;Cajon HSS;499x469x25.0;Cajon HSS;470x450x19.0;Cajon HSS;250x250x12.5;310.87
78;11.6;2.1;8;8.7;K;T;150x150x12.5;Cajon HSS;469x479x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;306.67
78;11.6;2.1;8;8.7;K;L;150x150x12.5;Cajon HSS;479x489x25.0;Cajon HSS;460x460x19.0;Cajon HSS;250x250x12.5;311.03
78;11.6;2.1;8;8.8;K;T;150x150x12.5;Cajon HSS;489x499x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;315.55
78;11.6;2.1;8;8.8;K;L;150x150x12.5;Cajon HSS;499x469x25.0;Cajon HSS;470x450x19.0;Cajon HSS;250x250x12.5;311.19
79;11.6;2.1;8;7.9;K;T;150x150x12.5;Cajon HSS;472x482x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;309.98
79;11.6;2.1;8;7.9;K;L;150x150x12.5;Cajon HSS;482x492x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;317.03
79;11.6;2.1;8;8;K;T;150x150x12.5;Cajon HSS;492x502x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;324.24
79;11.6;2.1;8;8;K;L;150x150x12.5;Cajon HSS;502x472x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;317.19
79;11.6;2.1;8;8.1;K;T;150x150x12.5;Cajon HSS;472x482x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;310.3
79;11.6;2.1;8;8.1;K;L;150x150x12.5;Cajon HSS;482x492x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;317.35
79;11.6;2.1;8;8.2;K;T;150x150x12.5;Cajon HSS;492x502x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;324.57
79;11.6;2.1;8;8.2;K;L;150x150x12.5;Cajon HSS;502x472x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;317.51
79;11.6;2.1;8;8.3;K;T;150x150x12.5;Cajon HSS;472x482x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;310.61
79;11.6;2.1;8;8.3;K;L;150x150x12.5;Cajon HSS;482x492x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;317.67
79;11.6;2.1;8;8.4;K;T;150x150x12.5;Cajon HSS;492x502x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;324.89
79;11.6;2.1;8;8.4;K;L;150x150x12.5;Cajon HSS;502x472x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;317.83
79;11.6;2.1;8;8.5;K;T;150x150x12.5;Cajon HSS;472x482x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;310.92
79;11.6;2.1;8;8.5;K;L;150x150x12.5;Cajon HSS;482x492x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;317.99
79;11.6;2.1;8;8.6;K;T;150x150x12.5;Cajon HSS;492x502x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;325.22
79;11.6;2.1;8;8.6;K;L;150x150x12.5;Cajon HSS;502x472x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;318.15
79;11.6;2.1;8;8.7;K;T;150x150x12.5;Cajon HSS;472x482x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;311.24
79;11.6;2.1;8;8.7;K;L;150x150x12.5;Cajon HSS;482x492x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;318.31
79;11.6;2.1;8;8.8;K;T;150x150x12.5;Cajon HSS;492x502x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;325.55
79;11.6;2.1;8;8.8;K;L;150x150x12.5;Cajon HSS;502x472x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;318.47
79;11.6;2.1;8;8.9;K;T;150x150x12.5;Cajon HSS;472x482x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;311.55
79;11.6;2.1;8;8.9;K;L;150x150x12.5;Cajon HSS;482x492x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;318.63
80;11.6;2.1;8;8;K;T;150x150x12.5;Cajon HSS;495x505x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;329
80;11.6;2.1;8;8;K;L;150x150x12.5;Cajon HSS;505x475x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;321.86
80;11.6;2.1;8;8.1;K;T;150x150x12.5;Cajon HSS;475x485x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;314.88
80;11.6;2.1;8;8.1;K;L;150x150x12.5;Cajon HSS;485x495x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;322.02
80;11.6;2.1;8;8.2;K;T;150x150x12.5;Cajon HSS;495x505x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;329.33
80;11.6;2.1;8;8.2;K;L;150x150x12.5;Cajon HSS;505x475x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;322.18
80;11.6;2.1;8;8.3;K;T;150x150x12.5;Cajon HSS;475x485x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;315.19
80;11.6;2.1;8;8.3;K;L;150x150x12.5;Cajon HSS;485x495x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;322.34
80;11.6;2.1;8;8.4;K;T;150x150x12.5;Cajon HSS;495x505x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;329.66
80;11.6;2.1;8;8.4;K;L;150x150x12.5;Cajon HSS;505x475x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;322.51
80;11.6;2.1;8;8.5;K;T;150x150x12.5;Cajon HSS;475x485x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;315.51
80;11.6;2.1;8;8.5;K;L;150x150x12.5;Cajon HSS;485x495x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;322.67
80;11.6;2.1;8;8.6;K;T;150x150x12.5;Cajon HSS;495x505x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;329.99
80;11.6;2.1;8;8.6;K;L;150x150x12.5;Cajon HSS;505x475x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;322.83
80;11.6;2.1;8;8.7;K;T;150x150x12.5;Cajon HSS;475x485x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;315.82
80;11.6;2.1;8;8.7;K;L;150x150x12.5;Cajon HSS;485x495x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;322.99
80;11.6;2.1;8;8.8;K;T;150x150x12.5;Cajon HSS;495x505x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;330.32
80;11.6;2.1;8;8.8;K;L;150x150x12.5;Cajon HSS;505x475x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;323.15
80;11.6;2.1;8;8.9;K;T;150x150x12.5;Cajon HSS;475x485x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;316.14
80;11.6;2.1;8;8.9;K;L;150x150x12.5;Cajon HSS;485x495x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;323.31
80;11.6;2.1;8;9;K;T;150x150x12.5;Cajon HSS;495x505x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;330.65
80;11.6;2.1;8;9;K;L;150x150x12.5;Cajon HSS;505x475x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;323.47
81;11.6;2.1;8;8.1;X;T;150x150x12.5;Cajon HSS;478x488x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;319.48
81;11.6;2.1;8;8.1;X;L;150x150x12.5;Cajon HSS;488x498x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;326.72
81;11.6;2.1;8;8.2;X;T;150x150x12.5;Cajon HSS;498x508x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;334.12
81;11.6;2.1;8;8.2;X;L;150x150x12.5;Cajon HSS;508x478x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;326.88
81;11.6;2.1;8;8.3;X;T;150x150x12.5;Cajon HSS;478x488x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;319.8
81;11.6;2.1;8;8.3;X;L;150x150x12.5;Cajon HSS;488x498x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;327.04
81;11.6;2.1;8;8.4;X;T;150x150x12.5;Cajon HSS;498x508x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;334.45
81;11.6;2.1;8;8.4;X;L;150x150x12.5;Cajon HSS;508x478x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;327.2
81;11.6;2.1;8;8.5;X;T;150x150x12.5;Cajon HSS;478x488x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;320.11
81;11.6;2.1;8;8.5;X;L;150x150x12.5;Cajon HSS;488x498x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;327.36
81;11.6;2.1;8;8.6;X;T;150x150x12.5;Cajon HSS;498x508x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;334.78
81;11.6;2.1;8;8.6;X;L;150x150x12.5;Cajon HSS;508x478x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;327.52
81;11.6;2.1;8;8.7;X;T;150x150x12.5;Cajon HSS;478x488x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;320.43
81;11.6;2.1;8;8.7;X;L;150x150x12.5;Cajon HSS;488x498x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;327.69
81;11.6;2.1;8;8.8;X;T;150x150x12.5;Cajon HSS;498x508x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;335.11
81;11.6;2.1;8;8.8;X;L;150x150x12.5;Cajon HSS;508x478x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;327.85
81;11.6;2.1;8;8.9;X;T;150x150x12.5;Cajon HSS;478x488x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;320.74
81;11.6;2.1;8;8.9;X;L;150x150x12.5;Cajon HSS;488x498x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;328.01
81;11.6;2.1;8;9;X;T;150x150x12.5;Cajon HSS;498x508x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;335.44
81;11.6;2.1;8;9;X;L;150x150x12.5;Cajon HSS;508x478x25.0;Cajon HSS;480x450x19.0;Cajon HSS;250x250x12.5;328.17
81;11.6;2.1;8;9.1;X;T;150x150x12.5;Cajon HSS;478x488x25.0;Cajon HSS;450x460x19.0;Cajon HSS;250x250x12.5;321.06
81;11.6;2.1;8;9.1;X;L;150x150x12.5;Cajon HSS;488x498x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;328.33
82;11.6;2.1;8;8.2;X;T;150x150x12.5;Cajon HSS;501x511x25.0;Cajon HSS;480x490x19.0;Cajon HSS;250x250x12.5;344.44
82;11.6;2.1;8;8.2;X;L;150x150x12.5;Cajon HSS;511x481x25.0;Cajon HSS;490x460x19.0;Cajon HSS;250x250x12.5;337.11
82;11.6;2.1;8;8.3;X;T;150x150x12.5;Cajon HSS;481x491x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;329.94
82;11.6;2.1;8;8.3;X;L;150x150x12.5;Cajon HSS;491x501x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;337.28
82;11.6;2.1;8;8.4;X;T;150x150x12.5;Cajon HSS;501x511x25.0;Cajon HSS;480x490x19.0;Cajon HSS;250x250x12.5;344.78
82;11.6;2.1;8;8.4;X;L;150x150x12.5;Cajon HSS;511x481x25.0;Cajon HSS;490x460x19.0;Cajon HSS;250x250x12.5;337.44
82;11.6;2.1;8;8.5;X;T;150x150x12.5;Cajon HSS;481x491x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;330.26
82;11.6;2.1;8;8.5;X;L;150x150x12.5;Cajon HSS;491x501x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;337.61
82;11.6;2.1;8;8.6;X;T;150x150x12.5;Cajon HSS;501x511x25.0;Cajon HSS;480x490x19.0;Cajon HSS;250x250x12.5;345.12
82;11.6;2.1;8;8.6;X;L;150x150x12.5;Cajon HSS;511x481x25.0;Cajon HSS;490x460x19.0;Cajon HSS;250x250x12.5;337.77
82;11.6;2.1;8;8.7;X;T;150x150x12.5;Cajon HSS;481x491x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;330.58
82;11.6;2.1;8;8.7;X;L;150x150x12.5;Cajon HSS;491x501x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;337.93
82;11.6;2.1;8;8.8;X;T;150x150x12.5;Cajon HSS;501x511x25.0;Cajon HSS;480x490x19.0;Cajon HSS;250x250x12.5;345.45
82;11.6;2.1;8;8.8;X;L;150x150x12.5;Cajon HSS;511x481x25.0;Cajon HSS;490x460x19.0;Cajon HSS;250x250x12.5;338.1
82;11.6;2.1;8;8.9;X;T;150x150x12.5;Cajon HSS;481x491x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;330.9
82;11.6;2.1;8;8.9;X;L;150x150x12.5;Cajon HSS;491x501x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;338.26
82;11.6;2.1;8;9;X;T;150x150x12.5;Cajon HSS;501x511x25.0;Cajon HSS;480x490x19.0;Cajon HSS;250x250x12.5;345.79
82;11.6;2.1;8;9;X;L;150x150x12.5;Cajon HSS;511x481x25.0;Cajon HSS;490x460x19.0;Cajon HSS;250x250x12.5;338.43
82;11.6;2.1;8;9.1;X;T;150x150x12.5;Cajon HSS;481x491x25.0;Cajon HSS;460x470x19.0;Cajon HSS;250x250x12.5;331.23
82;11.6;2.1;8;9.1;X;L;150x150x12.5;Cajon HSS;491x501x25.0;Cajon HSS;470x480x19.0;Cajon HSS;250x250x12.5;338.59
82;11.6;2.1;8;9.2;X;T;150x150x12.5;Cajon HSS;501x511x25.0;Cajon HSS;480x490x19.0;Cajon HSS;250x250x12.5;346.13
82;11.6;2.1;8;9.2;X;L;150x150x12.5;Cajon HSS;511x481x25.0;Cajon HSS;490x460x19.0;Cajon HSS;250x250x12.5;338.76
83;11.6;2.1;8;8.3;X;T;150x150x12.5;Cajon HSS;484x494x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x12.5;334.65
83;11.6;2.1;8;8.3;X;L;150x150x12.5;Cajon HSS;494x504x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x12.5;342.08
83;11.6;2.1;8;8.4;X;T;150x150x12.5;Cajon HSS;504x514x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x12.5;349.68
83;11.6;2.1;8;8.4;X;L;150x150x12.5;Cajon HSS;514x484x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x12.5;342.25
83;11.6;2.1;8;8.5;X;T;150x150x12.5;Cajon HSS;484x494x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x12.5;334.98
83;11.6;2.1;8;8.5;X;L;150x150x12.5;Cajon HSS;494x504x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x12.5;342.41
83;11.6;2.1;8;8.6;X;T;150x150x12.5;Cajon HSS;504x514x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x12.5;350.02
83;11.6;2.1;8;8.6;X;L;150x150x12.5;Cajon HSS;514x484x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x12.5;342.58
83;11.6;2.1;8;8.7;X;T;150x150x12.5;Cajon HSS;484x494x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x12.5;335.3
83;11.6;2.1;8;8.7;X;L;150x150x12.5;Cajon HSS;494x504x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x12.5;342.74
83;11.6;2.1;8;8.8;X;T;150x150x12.5;Cajon HSS;504x514x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x12.5;350.35
83;11.6;2.1;8;8.8;X;L;150x150x12.5;Cajon HSS;514x484x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x12.5;342.91
83;11.6;2.1;8;8.9;X;T;150x150x12.5;Cajon HSS;484x494x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x12.5;335.62
83;11.6;2.1;8;8.9;X;L;150x150x12.5;Cajon HSS;494x504x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x12.5;343.07
83;11.6;2.1;8;9;X;T;150x150x12.5;Cajon HSS;504x514x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x12.5;350.69
83;11.6;2.1;8;9;X;L;150x150x12.5;Cajon HSS;514x484x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x12.5;343.24
83;11.6;2.1;8;9.1;X;T;150x150x12.5;Cajon HSS;484x494x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x12.5;335.94
83;11.6;2.1;8;9.1;X;L;150x150x12.5;Cajon HSS;494x504x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x12.5;343.4
83;11.6;2.1;8;9.2;X;T;150x150x12.5;Cajon HSS;504x514x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x12.5;351.03
83;11.6;2.1;8;9.2;X;L;150x150x12.5;Cajon HSS;514x484x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x12.5;343.57
83;11.6;2.1;8;9.3;X;T;150x150x12.5;Cajon HSS;484x494x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x12.5;336.27
83;11.6;2.1;8;9.3;X;L;150x150x12.5;Cajon HSS;494x504x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x12.5;343.73
84;11.6;2.1;8;8.4;X;T;150x150x12.5;Cajon HSS;507x517x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;354.6
84;11.6;2.1;8;8.4;X;L;150x150x12.5;Cajon HSS;517x487x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x16.0;347.07
84;11.6;2.1;8;8.5;X;T;150x150x12.5;Cajon HSS;487x497x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x16.0;339.71
84;11.6;2.1;8;8.5;X;L;150x150x12.5;Cajon HSS;497x507x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;347.24
84;11.6;2.1;8;8.6;X;T;150x150x12.5;Cajon HSS;507x517x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;354.94
84;11.6;2.1;8;8.6;X;L;150x150x12.5;Cajon HSS;517x487x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x16.0;347.41
84;11.6;2.1;8;8.7;X;T;150x150x12.5;Cajon HSS;487x497x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x16.0;340.03
84;11.6;2.1;8;8.7;X;L;150x150x12.5;Cajon HSS;497x507x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;347.57
84;11.6;2.1;8;8.8;X;T;150x150x12.5;Cajon HSS;507x517x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;355.28
84;11.6;2.1;8;8.8;X;L;150x150x12.5;Cajon HSS;517x487x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x16.0;347.74
84;11.6;2.1;8;8.9;X;T;150x150x12.5;Cajon HSS;487x497x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x16.0;340.36
84;11.6;2.1;8;8.9;X;L;150x150x12.5;Cajon HSS;497x507x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;347.9
84;11.6;2.1;8;9;X;T;150x150x12.5;Cajon HSS;507x517x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;355.61
84;11.6;2.1;8;9;X;L;150x150x12.5;Cajon HSS;517x487x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x16.0;348.07
84;11.6;2.1;8;9.1;X;T;150x150x12.5;Cajon HSS;487x497x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x16.0;340.68
84;11.6;2.1;8;9.1;X;L;150x150x12.5;Cajon HSS;497x507x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;348.23
84;11.6;2.1;8;9.2;X;T;150x150x12.5;Cajon HSS;507x517x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;355.95
84;11.6;2.1;8;9.2;X;L;150x150x12.5;Cajon HSS;517x487x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x16.0;348.4
84;11.6;2.1;8;9.3;X;T;150x150x12.5;Cajon HSS;487x497x25.0;Cajon HSS;460x470x19.0;Cajon HSS;260x260x16.0;341
84;11.6;2.1;8;9.3;X;L;150x150x12.5;Cajon HSS;497x507x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;348.56
84;11.6;2.1;8;9.4;X;T;150x150x12.5;Cajon HSS;507x517x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;356.29
84;11.6;2.1;8;9.4;X;L;150x150x12.5;Cajon HSS;517x487x25.0;Cajon HSS;490x460x19.0;Cajon HSS;260x260x16.0;348.73
85;11.6;2.1;8;8.5;X;T;150x150x12.5;Cajon HSS;490x500x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;350.2
85;11.6;2.1;8;8.5;X;L;150x150x12.5;Cajon HSS;500x510x25.0;Cajon HSS;480x480x19.0;Cajon HSS;260x260x16.0;354.96
85;11.6;2.1;8;8.6;X;T;150x150x12.5;Cajon HSS;510x520x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;359.88
85;11.6;2.1;8;8.6;X;L;150x150x12.5;Cajon HSS;520x490x25.0;Cajon HSS;490x470x19.0;Cajon HSS;260x260x16.0;355.12
85;11.6;2.1;8;8.7;X;T;150x150x12.5;Cajon HSS;490x500x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;350.53
85;11.6;2.1;8;8.7;X;L;150x150x12.5;Cajon HSS;500x510x25.0;Cajon HSS;480x480x19.0;Cajon HSS;260x260x16.0;355.29
85;11.6;2.1;8;8.8;X;T;150x150x12.5;Cajon HSS;510x520x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;360.22
85;11.6;2.1;8;8.8;X;L;150x150x12.5;Cajon HSS;520x490x25.0;Cajon HSS;490x470x19.0;Cajon HSS;260x260x16.0;355.46
